cancion,artista
"Hagan caso
Pa' las rocha', beso
Y pa' los giles, rafagazo' (prra)

Diablo y bellaco
Esa lleva zapatillas, nunca tacos
Y yo lo arranco, es que no me tranco
El que te mire de más, yo lo ataco
Estoy demoniaco

Diablo y bellaco
Esa lleva zapatillas, nunca tacos
Y yo lo arranco, es que no me tranco
El que te mire de más, yo lo ataco
Estoy demoniaco

Ninguno puede
El humo en mis pulmone' está subiendo los nivele'
Mi banda arranca gira pa' cortarno', que me lleven
Y van a correr todo' lo' gato' que se rebelen
Prueben si quieren, que volvió el nene

Zona Norte a todo ritmo, está todo pago
Si los pollos dicen pío, están re jugado'
Él se hace tira tiro, me mando al juzgado
Falso chorro, mando en cana, está re quebrado

Y yo re tuneado, estoy re gana'o
Voy endemoniado, la morocha al la'o
Miran de costado con el moño pegado
Kbz, estos logis están re zarpados

Diablo y bellaco
Esa lleva zapatillas, nunca tacos
Y yo lo arranco, es que no me tranco
El que te mire de más, yo lo ataco
Estoy demoniaco

Diablo y bellaco
Esa lleva zapatillas, nunca tacos
Y yo lo arranco, es que no me tranco
El que te mire de más, yo lo ataco
Estoy demoniaco

A ley de Pablo, plata o plomo, la detono
Pasá la jarra pa' que vean cómo entono
No me tienen fe, pero tampoco andan solo'
Pregúntale por mí, te van a decir cuánto' somo'

Dale, mono, acelera, yo retomo
A mí no me alces la voz, que yo te escucho, no seas bobo
El más malo no te grita, tampoco banca todo
A mí dame un motivo, wacho, y te parto el lomo

Los Picapiedra con Bam-Bam, re bandido
Siempre chicas ajenas, estoy zarpado y atrevido
Escucho, callo y río, me mirás, te miro
Me tirás, te admiro
Hay que ser hombre pa’ querer guerrear conmigo

Diablo y bellaco
Esa lleva zapatillas, nunca tacos
Y yo lo arranco, es que no me tranco
El que te mire de más, yo lo ataco
Estoy demoniaco

Diablo y bellaco
Esa lleva zapatillas, nunca tacos
Y yo lo arranco, es que no me tranco
El que te mire de más, yo lo ataco
Estoy demoniaco

Atentamente
La Banda de Los Millones
Siete, dos, tres
Yo soy CF, mami
Con DJ Kbz

No la corran de nada, que se van a tropezar
Con El Pesa en los controle'
Todo en la' mano' mágica
(Turra)
El Nuevo Caramelo lo traigo yo",callejero
"Que si suena el teclado, suena Callejero Fino

Y si te gustan los caco'
Yo me pregunto por qué el otro es tan gato
Ella me dice celular, porque le doy contacto
La pongo, la saco

Ella quiere fuma' ropo
Y yo que ya vengo hace día' re loco-co-co-co
Esa' maña' las conozco
Después te pintan los video' y la' foto'-to-to-to

Ella quiere fuma' ropo
Y yo que ya vengo hace día' re loco-co-co-co
Esas maña' las conozco
Despué' te pinta los video' y la' foto'-to-to-to

Ninguno banca
A tu wacha le gusto yo y ella a mí me encanta
Hay mucho' cantante', pero, como yo, no cantan
Si no' vamo' a calle, sé que sé re trancan
Mala fama y buena vida, siempre ando bacán

Sé que quieren bajarme y no hay queso pa' las rr—
Son puro bla-bla y los mío' puro blam-blam
Sé que quieren bajarme y no hay queso pa' las rata'
Son puro bla-bla y los mío' puro blam-blam

Hagan caso, pa' las rochas beso' y pa' los gile' rafagazo

Sonrisa grande, ojos chino', una jarra de vino
Entrando pa' la clande con los primo' haciendo ruido
Aunque un par nos miran, nosotro' ni cabida
Se ve que están dolida, mal ahí, amigo

Tengo un sonido caro como piel de cocodrilo
Tengo la letra más pura como brillo de un zafiro
Tengo una wacha re linda que te arranca a los tiro'
También malas noticia', el que me tira, lo arr—, lo arruino

Ella quiere fuma' ropo
Y yo que ya vengo hace día' re loco-co-co-co
Esa maña la conozco
Despué' te pinta lo' video' y la' foto'-to-to-to

Ella quiere fuma' ropo
Y yo que ya vengo hace día' re loco-co-co-co
Esa maña la conozco
Despué' te pinta lo' video' y la' foto'-to-to-to

Y si te gustan lo' caco'
Yo me pregunto: ¿Por qué el otro es tan gato?
Ella me dice celular, porque le doy contacto
La pongo, la saco

Ella me pide tacto, tacto, tacto
En la cama la mato, tacto, tacto
Pide en el acto, tacto, tacto
Estoy diablo y bellaco, tacto, tacto

Hacen RKT y son bueno', pero no tanto
DJ Alan Gome'
Yo soy CF, mami
Hagan caso
Pa' las rochas beso' y pa' los gile' rafagazo, turra

7-2-3
Atentamente, la banda de lo' millone'
Que no les pinte ninguna, ¿ah?
Ahí está, ñeri, pásame el fuego",callejero
"Escucha logi, que de matarlo no me aburro
Yo te grito en la cara yo no ando con susurro'
Digan dónde y cuándo si ya saben que concurro
Y que pase lo que pase atentamente lo' turro
Córranse de en medio y el que quede va a trota'
El que diga mi nombre después tiene que banca'
Aquí una cosa es decirlo y otra es verme llegar
Fronteame con tu cadena te la 'amo a arrancar

Turuleco, mejor pónganse un chaleco
Yo siempre ando listo pa' llenárselo de hueco'
Guerrean conmigo y después caminan chueco
Las orejas corta' y los ojos todos seco

Alcahuete, pisa fuerte o córrete
Yo jugaba poli' ladrón vo' ni soltaba el chupete
Soy del 96, nací un febrero 7
Por si quedaban dudas volvió el que más le mete (prrra)

Volvió el que más le mete (prrra)
Volvió el que más le mete
Dice, dice, dice así

Volvió el ne-ne que tie-ne lo que ella quiere
Copienme que igual no está en su ADN
Estoy clean ya soy client vengo por los cienes
Cuando yo entro al beat todos gritan juegue

Volvió el ne-ne que tie-ne es lo que ella quiere
Copienme que igual no está en su ADN
Estoy clean ya soy client vengo por los cienes
Cuando yo entro al beat todos gritan juegue

Culisuelta, yo soy un total 90
Tengo un flow vola'o bro to' en cámara lenta
Partiéndole el cráneo a todo el que la cuenta
CF no la inventa, CF lo revienta, ¡bang-bang!

Que llegaron los que saben
Suéltense, somo' lo anormale'
Yo también en mi casa lo' metale' y vos también anda ready con lo federale'

Un freestyle papito que a vo' no te sale
Un freestyle papito que no te sale
Yo si valgo lo que tu crew no vale
Yo si valgo lo que tu crew no vale

Entramo' pa'l' party siempre haciendo ruido
¿Están de mi lao' o están en contra mío?
A mí nadie me toca estoy bendecido
Nos dicen los Messi porque siempre hay lío
Entramo' pa'l' party siempre haciendo ruido
¿Están de mi lao' o están en contra mío?
A mí nadie me toca estoy bendecido
Nos dicen los Messi porque siempre hay lío

Volvió el ne-ne que tie-ne lo que ella quiere
Copienme que igual no esta en su ADN
Estoy clean ya soy client vengo por los cienes
Cuando yo entro al beat todos gritan juegue

Volvió el ne-ne que tie-ne lo que ella quiere
Copienme que igual no está en su ADN
Estoy clean ya soy client vengo por los cienes
Cuando yo entro al beat todos gritan juegue

Zona de relajean
Soy el puño a tu pera
Los tengo mirando afuera
Los vi en la cancha y no juegan
Habla mucho en lo' tema
Dudo que alguien te tema
Mete tíos en la escena
Más barato por docena

DCD ello' se muestre lo que es uste'
De eso que busquere yo an' tenía tres
Te tiré titere, so regato
Cuál fue, temerás intentar
No pode' wuacho no, no le dé
A mí no me mire, tu wuacha acedeje
Boca anda el quere', temerás intentar
No pode' vos canta' el quere y tu wuacha el quere'",callejero
"Hagan caso
Pa' las rocha', beso
Y pa' los giles, rafagazo' (turra)

Four Plack
De menores a full
Yo soy CF, mami

Voy má' cebado que un mate, derritiendo chocolate
Escuchando Pide Remix [?]
Vos desubicate
Que yo re voy pa'l combate, jaja

Hoy quiero una chivirika
Que cuando estoy re chucky, le doy banda a la maldita
Y si caigo con la banda es porque se re pica
Logi, yo ando diablísimo, má' tarde se te recontra re complica

Así que, ponete pillo y zafá pa' allá
La re flashá', ella bellaca
Encima ella y vos acá ñoñeás
Sota, desde Pa Tra quieren pelear
Te regalaste, dale, traten
Bajen pa' acá, la casaca ahora bancá
Y ella arranca, jarra, canta y baila

La noche se re presta pa' salir
Yo me pongo re loco
Vos también está' re loca como me gustan a mí
Loca, loquita, vos seas así

Quiero saber si está bellaca pa' la fatality
Ella me pide siempre brutality
Subite arriba mío, insanity
Esperaba este momento pa' darte todo el ki
Bajá del VIP, dale, si sos re gil

Esta noche tiki-tiki, vamo' a gastarno' la plata
Todo' quieren tener fama y tener un par de gata'
Yo lo que quiero es sacarte los taco' y ponerte zapa'
Yo siempre estoy en diablo y vos siempre bellaca
Diría de mi establo, la yegua que más saca
Yo sé lo que te hablo, esa sí que huele a chapa
Esta noche tiki-tiki, vamo' a gastarno' la plata

Envidioso, 'tás celoso
Dice' que soy re chucu, pero sabe' que lo rompo
Miedoso, mi nombre te da cosa, entonce' cerrá el coso
¿Qué carajo' mirá'? Sé que está enamorá'
Si no te gusta lo que hago, ¿pa' qué chusmeá'?

Sé que te re fijá' en todo lo que subo a Instagram
Y te sentí' re mal, entonce' me nombrá'
Ponete a pensar, si hacer lo que yo hago es re fácil
¿Por qué no la pegá'?

Te voy a llamar pa' un remix pa' que deje' de llorar
Está má' atento que la gorra cuando salgo a laburar
¿Qué pasa en ese pecho?, ¿hay un freezer o un rocho de verdad?
A mí no me la corrá', que te vas a tropezar

Te tenés que enyesar porque 'tás re quebrado
Como la burra de ella que anda por allá
Ponete a ensayar y si me queré' encontrar
Sabé' dónde yo ando
Cerrá el orto y venime a buscar

Voy má' cebado que un mate, derritiendo chocolate
Escuchando Pide Remix [?]
Vos desubicate
Que yo re voy pa'l combate

Voy má' cebado que un mate, derritiendo chocolate
Escuchando Pide Remix [?]
Vos desubicate
Que yo re voy pa'l combate

¿Qué pasó? ¿Te asustaste?
7-2-3",callejero
"Hagan caso
Pa' las rocha', beso
Y pa' los giles, rafagazo' (prra)
DJ Alex

Estamo' lo' pibe' al ritmo
Está llena la jarra de vino
Bife pa' lo' gile' y pa’ to' sus amigos
Hagan la que quieran, que lo recibimos acá, y

Estamo' lo' pibe' al ritmo
Está llena la jarra de vino
Bife pa' lo' gile' y pa’ to' sus amigos
Hagan la que quieran, que lo recibimos acá, y

Me muestra en la cara que tiene efectivo
Querían bondi, llegué en colectivo
Suben y bajan cuando yo lo digo
Esto no es nada, es un correctivo

Yo no me regalo, no compro ni fío
Menos con ustedes, que son hijos mío'
Lo' miro de lejos de ustede' y me río
Sigan loreando, yo no me persigo

Arrancá con fuerza, gato, y dispará
Que vos no sos chorro, tampoco te da
Estamos atentos si doblan pa' acá
Nosotros al ritmo y se quieren matar

Te hacen pagar y después tocar
Yo voy a cantar, todos a saltar
Yo cuento mi vida, vos sos un sapo má'
Pa' lo' pibe' bueno', pronta libertad

Llegué de viaje, estaba en Canadá
Te traje un regalo curioso, tomá
No tené' secuencia, tené' que inventar
Mami, bendición, que salgo a ganar

Se me hizo costumbre y ahora quiero má'
Me gusta la plata, me gusta gastar
Siempre alta zapas y visera apreta'
Nosotros en la nuestra, vos aparentá'

Estamo' lo' pibe' al ritmo
Está llena la jarra de vino
Bife pa' lo' gile' y pa' to' sus amigos
Hagan la que quieran, que lo recibimos acá, y

Estamo' lo' pibe' al ritmo
Yo sé que te gusta mi estilo
Lindo de cara, atrevido
Elegante de calle y fino
Querían guerra conmigo
Ahora ya tengo motivo

Yo que vos, no me descuido
Yo que vos, no me descuido
Yo que vos, no me descuido, yo'
Dice

Loca, loca, callate la boca
Que venimos nosotros trayendo otra copa
Hacemos la pilla en la cosa nuestra
Vos pagá' la prota', te suben la cuota

Andan con el palo, gato con botas
Mirá cómo miran, mirá cómo explotan
Estamos en la cancha, queremo' más coca
Tenemo' jaguare' salta'o con roca

Te sentís tocado vos, siempre te tocan
Te doy tenedore' pa' que tomés sopa
En corta la percha, no la misma ropa
Que le manden mecha, ninguno soporta

Van en desventaja si están en ojota'
Nosotros esperando pa' hacerlo' pelota'
Que vengan de a uno o, si no, su tropa
Y después que corran con la guardia rota, y

Atentamente
La Banda de Los Millones
7-2-3
Yo soy CF, mami
DJ Alex",callejero
"Hagan caso pa' las rochas besos y pa' los giles rafagazo
Los pibes las pibas las manos arriba que arranca la gira

Rescate cincuenta mil y me compre dos zapas
Se me quiere quedar con el vuelto así son las gatas
Mi compañero juega duro transpira la casaca
Me regaló dos anillos, cadena de oro y plata

La morocha suena piola como lluvia en chapa
Esos traperos no son gangsta son ratas
Me van a denunciar, la actitud delata
Seguro que le meten pero no como el Natta
El único rapero vivo que no derrapa
Ahora que estoy más lindo me dicen pa' ser tapa
Entre todos los nuevitos el que más destaca
Y como saben que me vuelo ninguno me ataca

Y que prueben si quieren que yo le meto duro, duro, duro
Oah

La morocha suena piola como lluvia en chapa
Esos traperos no son gangsta son ratas
Me van a denunciar, la actitud delata
Seguro que le meten pero no como el Natta
El único rapero vivo que no derrapa
Y como saben que me vuelo ninguno me ataca

La puse a perrear enfrente de sus amigos
Pasa que de wachín me gustan los líos
En la calle ya sabe que somos atrevidos
Acá ladran los perros y se escuchan los tiros

La puse a perrear y quería escabiar
Y rompí una botella y lo invité a pelear
Y le dije a los gatos: Dejen de mirar que yo la hago al toque
Y los hice tocar
La puse a perrear y tuve que frontear
Y me hice el piola, no podían pararme
Empece acelerar y dijeron: Ya esta
Me saque la remera al toque pim-pum-pam

La morocha suena piola como lluvia en chapa
Esos traperos no son gangsta son ratas
Me van a denunciar, la actitud delata
Seguro que le meten pero no como el Natta
El único rapero vivo que no derrapa
Y como saben que me vuelo ninguno me ataca

Atentamente la banda de Los Millones
Atentamente la banda de Los Millones
Atentamente la banda de Los Millones
7-2-3
Yo soy CF Mami
Con El Pesa en los controles
Turra",callejero
"Mami, cuando estoy con vos
Al toque se me pasa el tiempo rápido, lento
Pero tus beso' son los único' que quiero en esta guerra
Para curar mi sufrimiento

No miento en lo que siento
Y por cierto
Te escribí esta canción pa' desquitarme fuerte
Y claro a los cuatro viento' (na-na, na-na)

Ma, me ilusionaste
Ay, cómo te amo, volvé a caer
Y pensar que te marchaste
Todo esto parece que fue ayer

Sos mala, sí, sos mala
El amor quе te dan no se regala
Sos mala, sí, sos mala
El amor quе te dan no se regala

Señorita, qué bonita su carita
Nadie sabe que es maldita
Hay veneno en su boquita
Pero por siempre será mi favorita

Y por vos, loca
A tu nombre pido otra copa
Siento tus beso' cuando beso a otra
Pensé que me moría, pero hoy no me toca

Ma, me ilusionaste
Ay, cómo te amo, volvé a caer
Y pensar que te marchaste
Todo esto parece que fue ayer

Pa, me ilusionaste
Y cómo te amo, volvé a caer
Y pensar que te marchaste
Todo esto parece que fue ayer (para vos, infiel)

Te extraño hasta cuando la estoy pasando bien
Esas wacha' no te tocan como yo
Sé que me extrañas mi amor, yo a vos también
Los besos en la esquina de tu barrio

Quiero que recorras mis tatuaje'
Explora mi cuerpo como centro de espionaje
Yo quiero que vuelvas y vos querés que yo baje
Tengo to' los truco' para hacer que te relaje', mi amor

Quiero saber si de piola vos me amás
La piola es que te amo
Tenés tanto' berretines que ya ni llamás
Pero no quiere decir que no te extraño

Decime la piola, si todavía me amás
O con quién estás, no quiero molestar
Dime tantos berretine' que ya ni me llamás (na-na, na-na)
Y no contestás

Pa, me ilusionaste
Y cómo te amo, volvé a caer
Y pensar que te marchaste
Todo esto parece que fue ayer

Ma, me ilusionaste
Ay, cómo te amo, volvé a caer
Y pensar que te marchaste
Todo esto parece que fue ayer

Y en este tema, con un solo beso alcanza
La Joaqui
Hagan caso
Pa' los rocho', beso'
Y pa' la' gila', rafagazo', ay

723, DJ Alan Gome'
Esto es Argentina, turra
Jaja",callejero
"Loca por mí
Yo quiero un poco de ti
No te separes de mí
Y en mis brazos, dormí

Que se vuelva a repetir
Hoy te quiero desvestir
Y los besos que te di
A más nadie se los di

Qué lindo se siente si te agarro de la mano
Todos mis problemas pasan a un segundo plano
No me importa nada, con vos siento que gano
Sería muy fácil si te digo que te amo

Pero vos sos algo más, por vos me siento bacano
Todos ya lo saben que al hablar nos delatamos
Las miradas hablan y en la nuestra nos besamos
Vos dejá que hablen, mientras nosotros volamos

Besame más, quereme más, amame más
Vos querés más, yo quiero más
¿En dónde estás?
Te quiero acá

Y en la calle, nos tratamos como amigos
Y en la cama, nos matamos como enemigos
Vos sabés lo que hablo, entendés lo que te digo
Si vos tenés lo que busco, mami, dame lo que pido

Que nunca pare, oh-na
Que no termine, oh-na
Y si alguno uno que se te tira
Vos decile, oh-na

Te escribí otro tema, que es para vos, nena
Porque siento que sos mía, oh-na, na-na-na
Y te volví a molestar, y te volví a llamar
Que te quiero abrazar, quiero saber cómo estás

Yo sí te puedo amar
Te lo puedo demostrar
Porque siento que sos mía
Oh-na, na-na-na

Y vos sos rica como el café en la mañana
Sos linda como las tardes de mi barrio
Tu perfume que se mudó a mi cama
Este amor es grande, no tiene horario

Y te busco, dando vueltas en mi cama
Como en la calle, yo busco a mis contrarios
Tu cuerpo fino, toda una dama
Pa' describirte, no alcanza el abecedario

Y vos sos rica como el café en la mañana
Sos linda como las tardes de mi barrio
Tu perfume que se mudó a mi cama
Este amor es grande, no tiene horario

Y te busco, dando vueltas en mi cama
Como en la calle, yo busco a mis contrarios
Tu cuerpo fino, toda una dama
Pa' describirte, no alcanza el abecedario

Loca por mí
Yo quiero un poco de ti
No te separes de mí
Y en mis brazos, dormí

Que se vuelva a repetir
Hoy te quiero desvestir
Y los besos que te di
A más nadie se los di

Pesa
En los controles
Yo soy CF, mami (prra)
Siete, dos, tres
¿Te pinta esa?",callejero
"Yo soy CF, mami

Yo amo a la' zorra'
No me gusta milipili
Anti-gile', anti-poli
Par de pali, prende un phillie

Cuando ella entra al par'y
Para abajo mueve el booty
Para toda' esa' gile'
En el corpiño un bisturí

Yo amo a la' zorra'
No me gusta milipili
Anti-gile', anti-poli
Par de pali, prende un phillie

Cuando ella entra al par'y
Para abajo mueve el booty
Para toda' esa' gile'
En el corpiño un bisturí

Yo amo a la zorra
Porque ella es anti-gile'
Combina lo que se pone
Con todo lo que imagine'

Le gusta lo' casco rocho como yo
Con berretine'
Porque si esa tira tiro
Ella activa lo' misile'

Que ninguno se equivoque
Lo' gato' lo' tengo al trote
Ella quiere que la choque
Está pidiendo que la azote

Yo ya me ajusté todo' lo' resorte'
Porque cuando suena el teclado
Lo' gato' que toquen

Acá la bandeja en punga
Pa' pegarle una corrida
Que ustede' son corredore'
Y ninguno lo sabía

Ni que llamen a la gorra
Ni a toda germanderia
De acá dentro no no' vamo'
Hasta que se haga de día

Después me voy pa'l after
Porque siempre ando re loco
Acá estamo' re juguete
Que ninguno saque foto

Si me escapo con la zorra
Porque ella es mi copiloto
A la primera que patinen
La chicharra les exploto

(¿Qué onda?) Si vos sos tan piola
¿Por qué no estás en la ronda?
(¿Y el Calle?, brr, auh)

Yo amo a la' zorra'
No me gusta milipili
Anti-gile', anti-poli
Par de pali, prende un phillie

Cuando ella entra al par'y
Para abajo mueve el booty
Para toda' esa' gile'
En el corpiño un bisturí

Yo amo a la' zorra'
No me gusta milipili
Anti-gile', anti-poli
Par de pali, prende un phillie

Cuando ella entra al par'y
Para abajo mueve el booty
Para toda' esa' gile'
En el corpiño un bisturí

Que ninguno se equivoque
Lo' gato' lo' tengo al trote
Ella quiere que la choque
Está pidiendo que la azote

Yo ya me ajusté todo' lo' resorte'
Porque cuando suena el teclado
Lo' gato' que toquen

Yo amo a la' zorra'
No me gusta milipili
Milipili, milipili
Par de pali, prende un phillie

Cuando ella entra al par'y
Par'y, prende un phillie
Para abajo mueve el booty
Para abajo mueve el booty

Yo amo a la' zorra'
No me gusta milipili
Anti-gile', anti-poli
Par de pali, prende un phillie

Cuando ella entra al par'y
Para abajo mueve el booty
Para toda' esa' gile'
En el corpiño un bisturí

Atentamente La Banda de Los Millones
¿Qué?
Atentamente La Banda de Los Millones
7-2-3, una vez más

Hagan caso, pa' la' rocha' beso
Y pa' lo' gile' rafagazo', turra
Siempre, siempre, nunca, nunca",callejero
"Que peleen si no que corran
Que esta banda no es de cine y la cinta se le borra
Mano arriba atrevido y también la zorra
Y el que no aguante presión que llame a la gorra

Que peleen si no que corran
Que esta banda no es de cine y la cinta se le borra
Mano arriba atrevido y también la zorra
Y el que no aguante presión que llame a la gorra

En el bandidaje saben que traje
Curto el mambo en el viaje
Cicatriz aprendizaje
Si son buenos que bajen
Y si dicen que son chorros no trabajen

Barretine que lo banquen y no se tranquen
Los turros siempre estamos cheto man
Y las turras, ¿cómo están? ¿Y el calle?
Yo estoy tranqui
Par de riqui voy pal' ranking
Calle pesa y el capi pasto cali pasti
Atentamente la banda de los millones

Que peleen si no que corran
Que esta banda no es de cine y la cinta se le borra
Mano arriba atrevido y también la zorra
Y el que no aguante presión que llame a la gorra

Que peleen si no que corran
Que esta banda no es de cine y la cinta se le borra
Mano arriba atrevido y también la zorra
Y el que no aguante presión que llame a la gorra

Le pido más rápido
Fumo tiro humo y me pongo más simpático
Clásico mágico, mami te doy látigo
Y cuando quiere castigo me pide socorro
Yo la corro y me pongo más maniático

Le gustan los nenes como yo que no sean básicos
Nos fuimos al garete esquivando todo el tránsito
Tenemos juguetes que son todos automáticos
En la calle nos conocen nos dicen los problemáticos

Que peleen si no que corran
Que esta banda no es de cine y la cinta se le borra
Mano arriba atrevido y también la zorra
Y el que no aguante presión que llame a la gorra

Que peleen si no que corran
Que esta banda no es de cine y la cinta se le borra
Mano arriba atrevido y también la zorra
Y el que no aguante presión que llame a la gorra",callejero
"Pa' que bailen las zorras, las coqueta' y las infiele'
Yo soy CF, mami

Por la disco voy cazando, re piola en mi mambo
Los rocho' mano arriba y las toda' las gatas perreando
Tranqui escabiando, mi ñeri está enrolando
Pásalo, que lo mecho, ¿qué carajo están mirando?

Ella anda suelta, perrea y pega media vuelta
Coqueta
Ella anda suelta, perrea y pega media vuelta
Con su amiguita va revuelta
Inquieta, no quiere tussi ni keta
Está en busca de un rochito que le meta

Que le mеta, que le meta, quе la someta
Que la parte y la deje en grieta
Que despué' del tiroteo la deje contenta
Para tu culo tengo esta

Pónete más así, más abajo, más ahí
Vos sos mi fantasy, vámono' de rally
Y si quere' mari, yo tengo de Cali
Que mi ñeri quema más que los rastafari

Mientras yo tiro humo ella menea el culo
Y aunque un par le tiran, no le llega ninguno
Por eso la presumo cuando una historia subo

¿Qué onda con los gile'?
No sé qué onda, estos giles ni los juno

Ella anda suelta, perrea y pega media vuelta
Coqueta
Ella anda suelta, perrea y pega media vuelta
Con su amiguita va revuelta
Inquieta, no quiere tussi ni keta
Está en busca de un rochito que le meta

Toma y se entona, calentona
El gin lo detona, dancen ahora (oah)
Ba-Bailen, que la noche se presta
Así que pa' la pista caíle

Andamo' a todo ritmo girando por Buenos Aire'
Voy a vivir de gira hasta que me falte el aire
Hasta que me falte el aire
Y dale, conmigo no se regalen

Sé que me quieren copiar y no les sale
Los veo en TikTok haciendo mi challenge
Me copian el flow, las rimas, instrumentales

Axel Caram, ¿cuál es tu plan?
En el mío es poner a toa' las zorras a perrear
Y darle blam-blam por-por detrá'
Cuando me ponga salvaje se van a rescatar, ¡turra!

Ella anda suelta, perrea y pega media vuelta
Coqueta
Ella anda suelta, perrea y pega media vuelta
Con su amiguita va revuelta
Inquieta, no quiere tussi ni keta
Está en busca de un rochito que le meta

Está en busca de un rochito que le meta
Está en busca de un rochito que le meta
Está en busca de un rochito que le meta
Que le meta (que le meta)

Hagan caso
Para las rocha', beso, y pa' los gile', rafagazo
Turra, de menores a full
723
Esto es Argentina, turra
Jaja",callejero
"Hace rato ando pensándote
No salís de mi cabeza
Con tu boca, yo me maquiné
Esa noche, bebecita, que bebimos de más
Sé que vos no sos como todas las demás
Si te gusta el fuego, yo tengo pa' quemar
Decime y paso a buscarte

Ella es mi butaquera
A la morocha más rocha, la busco y se desespera
Ella sabe que tengo la nave para girar
Traigo porritos pa' armar
Aunque solo se sube si la paso a buscar

En el Titán
Pa' que hagamos el plan
De darnos blam-blan
Y llevarte
Donde estemos bacán

Pa' que hagamos el plan
Y darnos blam-blan
Rescatarte
'Tamos cheto mal

Dale sin miedo, nadie va a enterarse
Mami, tirame la llama'
Que no pasa nada
Soy el turro pa' esa nena de clase
Quedó mi perfume en tu cama
Dale, no te hagas

Sé que quieres que yo te meta
No es pa' que te comprometas
Voy a 150 en el Titán y vos sos la meta
Bebecita, voy a buscarte
Tú dime y te robo
No tenés que prepararte si voy a sacarte todo

Y cuando amanece
Te llevo a tu casa
Si tu pai' pregunta
Acá no pasa na'

Y cuando amanece
Te llevo a tu casa
Si tu pai' pregunta
Acá no pasa na'

¿Qué onda, gorda?
Avisame, que te paso a buscar, que recién lavé la mecha
Ando por zona norte yo, ¿vos dónde andás?
Yo estoy ready

Hola, gordo, ¿en qué venís?

En el Titán
Pa' que hagamos el plan
De darnos blam-blan
Y llevarte
Donde estemos bacán

Pa' que hagamos el plan
Y darnos blam-blan
Rescatarte
'Tamos cheto mal

'Tamos cheto mal al corte
A la mecha, se la pongo al chope
Si le escribo, arranca al toque
Pero no subas nada, porque

Es un secreto
Que nos vemos escondidos
Que esto se volvió adictivo
Y si me manda, yo le digo que estoy
Yendo a buscarte
Si no te respondo
Es que voy a fondo

En el Titán
Pa' que hagamos el plan
De darnos blam-blan
Y llevarte
Donde estemos bacán

Pa' que hagamos el plan
Y darnos blam-blan
Rescatarte
'Tamos cheto mal

Esperame en tu vereda o en la esquina
Que sé que el corte le molesta a la vecina
Bien ahí tu viejo, ni se imagina
Que nosotros colgamos en la avenida

Y se siente en el aire
Que estás enamorada
Y aunque no sabe nadie
Muy pronto lo sabrán

Sé que estás enamorada de mí
Y yo que ando con ganas de darte blam-blan
Y no quiero que te vayas, ma
Porque yo te amo de verdad",callejero
"Yadiel
Mi RKT suena así, Tutu
Cuchá
Fuimo' nos, primo

Quiero una rochita solterita que mueva hasta abajo el culo
Dale, turrita, que hoy se pica y quiero que muevas el culo
Quiero una rochita solterita que mueva hasta abajo el culo
Dale, turrita, que hoy se pica y quiero que muevas el culo

Montana, tirá el sonido que le gusta a la vagancia

Bellaqueo, bellaqueo, que no pare el botelleo
Bellaqueo, bellaqueo, que no pare el botelleo
A la turra la perreo, me re luzco y re fronteo
Y si nos siguen los feo' los sacamo' de paseo

Tu wacha, cuatro por cuatro, pidió por todo el terreno
La piola siempre se corta, pedí un último deseo
Esta noche pincho el party o me voy rally
Correteando a lo Tomy y Daly

Un after party o vodka y Baggio
Algo inédito, sin final trágico
Si ya saben como soy, entonce' no me inviten
¿Qué queré' que te lo explique?

Es que los pongo a bailar sin murga y sin repique
Es que veo mucha' india' y yo corte cacique
Llegué yo, así que, el que la boqueó que no se achique
Si ya 'tán hecho' re chicken
¿Queré' ir al Luna Park? Te doy un ticket (es que ando ganando)

Cortando tickete', sumando billete'
Soy electricista, pero sin tester
Mi ñeri le manda, el wacho le mete
Estoy sonando diferente
Y vo' no sos maleante, no le mienta' a la gente

Y ahora decíme, ¿qué se siente ver que tus labio' mienten?
Te fuiste de repente
'Ta noche Ibuprofeno, dolido, mirá la repe
Primo, esta noche quiero

Quiero una rochita solterita que mueva hasta abajo el culo
Dale, turrita, que hoy se pica y quiero que muevas el culo
Quiero una rochita solterita que mueva hasta abajo el culo
Dale, turrita, que hoy se pica y quiero que muevas el culo

De menores a full
Atentamente
La Banda de los Millone'
Hagan caso
Pa' las rocha' beso y pa' los gile' rafagazo
Siempre siempre, nunca nunca
Que esto es Argentina",callejero
